Student_ID,Date,Subject,Topic,Study_Duration_Min,Difficulty_1_5,Study_Method,Initial_Score,Revision_Count,Days_Since_Study,Later_Score,Focus_Level_1_5,Retention_Score,Retention_Risk
S02901,2026-03-07,IoT,MQTT,31,3,Mixed,71.3,2,1,72.8,4,100.0,Low
S05438,2026-06-08,DBMS,SQL,19,3,Practice,67.2,2,5,65.8,2,97.9,Low
S00218,2026-06-24,Deep Learning,CNN,43,5,Reading,50.1,1,1,48.4,5,96.7,Low
S04996,2026-07-12,DBMS,SQL,52,5,Video,54.6,2,21,34.2,1,62.7,High
S06838,2026-06-24,IoT,MQTT,31,5,Video,64.4,0,1,60.3,2,93.6,Low
S02555,2026-06-10,C,Arrays,77,2,Reading,71.5,1,3,66.1,4,92.4,Low
S05697,2026-03-20,DBMS,ER Model,46,1,Practice,77.5,0,2,73.0,2,94.2,Low
S01079,2026-05-01,Deep Learning,Regularization,65,5,Mixed,58.8,0,3,41.9,2,71.3,High
S08285,2026-04-16,IoT,Architecture,79,3,Reading,70.4,3,2,81.1,3,100.0,Low
S03531,2026-05-22,Deep Learning,Neural Networks,31,5,Reading,50.0,2,1,48.8,3,97.7,Low
S03640,2026-08-20,Deep Learning,CNN,36,5,Reading,57.2,1,1,53.3,4,93.3,Low
S03102,2026-05-13,Agile,Testing,48,2,Mixed,67.5,0,5,63.2,3,93.7,Low
S09675,2026-07-05,IoT,Protocols,54,2,Mixed,76.0,2,1,80.4,4,100.0,Low
S08138,2026-06-19,Agile,Development,53,4,Reading,70.4,2,5,66.4,2,94.3,Low
S04407,2026-06-13,IoT,Sensors,64,5,Mixed,57.5,1,7,42.8,2,74.4,High
S07910,2026-04-16,C,Strings,41,3,Practice,72.8,1,5,72.1,3,99.1,Low
S02856,2026-03-15,Deep Learning,Regularization,26,5,Practice,45.7,4,5,52.9,3,100.0,Low
S00700,2026-08-14,Agile,Retrospective,55,4,Practice,71.0,0,10,58.3,2,82.1,Medium
S07322,2026-03-17,IoT,Sensors,58,3,Practice,80.5,1,3,79.7,4,99.1,Low
S09809,2026-08-20,DBMS,ER Model,24,1,Mixed,82.1,1,10,71.6,3,87.2,Medium
S07687,2026-06-23,Agile,Development,61,1,Flashcards,96.4,0,5,91.5,3,95.0,Low
S06077,2026-01-26,DBMS,Normalization,68,3,Mixed,68.8,1,3,64.9,2,94.4,Low
S08629,2026-01-03,Deep Learning,Backpropagation,56,4,Flashcards,71.9,1,2,67.3,2,93.5,Low
S00426,2026-02-06,Agile,Requirements,55,3,Reading,62.4,0,10,42.1,3,67.5,High
S04587,2026-02-09,DBMS,Indexes,40,5,Reading,56.6,2,3,53.0,4,93.6,Low
S04945,2026-02-27,Agile,Requirements,36,3,Mixed,74.3,0,5,60.7,5,81.7,Medium
S01435,2026-05-09,IoT,Actuators,73,4,Mixed,71.2,0,10,53.8,3,75.5,Medium
S00237,2026-05-10,Deep Learning,CNN,30,1,Practice,71.5,2,3,76.4,2,100.0,Low
S09043,2026-02-16,Deep Learning,RNN,34,4,Video,56.1,2,3,52.7,4,93.8,Low
S07075,2026-06-13,Deep Learning,Neural Networks,29,5,Reading,52.8,0,5,41.1,5,77.9,Medium
S03301,2026-04-25,Python,Dictionaries,43,3,Flashcards,61.1,1,3,53.5,2,87.6,Medium
S00711,2026-04-30,C,Functions,31,5,Video,66.3,2,1,68.3,4,100.0,Low
S05825,2026-01-12,Python,Loops,68,5,Practice,65.9,3,14,58.0,2,88.0,Medium
S07886,2026-01-13,DBMS,Transactions,33,5,Reading,67.2,2,7,71.2,5,100.0,Low
S07607,2026-04-01,Python,Loops,43,1,Mixed,88.6,1,3,89.7,3,100.0,Low
S03578,2026-01-02,Deep Learning,Backpropagation,39,1,Mixed,70.0,1,2,70.1,3,100.0,Low
S07209,2026-06-01,Python,Dictionaries,55,1,Mixed,89.1,1,5,92.2,2,100.0,Low
S05371,2026-07-11,IoT,Architecture,45,1,Mixed,65.3,1,10,65.5,4,100.0,Low
S05563,2026-05-04,IoT,Actuators,55,4,Practice,67.5,1,10,59.0,3,87.4,Medium
S08121,2026-04-17,C,Pointers,39,1,Mixed,74.7,1,5,67.8,3,90.8,Low
S09851,2026-02-11,Agile,Testing,53,1,Mixed,86.4,1,10,76.2,5,88.2,Medium
S09637,2026-02-28,Deep Learning,RNN,54,2,Reading,90.5,2,14,83.6,2,92.3,Low
S03019,2026-01-12,IoT,Sensors,62,2,Flashcards,90.7,2,7,97.6,2,100.0,Low
S03348,2026-01-25,Deep Learning,RNN,51,2,Practice,80.8,4,2,96.7,3,100.0,Low
S08173,2026-07-24,IoT,Actuators,28,3,Reading,75.0,0,3,69.2,3,92.3,Low
S09268,2026-08-13,IoT,Actuators,51,3,Practice,57.5,0,1,50.6,3,88.0,Medium
S07774,2026-04-03,Deep Learning,Regularization,64,2,Practice,72.7,0,3,62.7,3,86.3,Medium
S03305,2026-04-15,IoT,Actuators,37,3,Practice,70.8,1,14,60.0,4,84.8,Medium
S04895,2026-03-20,DBMS,Normalization,39,1,Video,75.5,2,2,79.4,4,100.0,Low
S05071,2026-01-04,Deep Learning,CNN,55,4,Reading,55.3,2,7,49.6,2,89.5,Medium
S06997,2026-05-28,Python,Dictionaries,70,5,Practice,81.0,0,2,70.9,3,87.6,Medium
S09247,2026-06-03,DBMS,Transactions,42,1,Video,85.9,1,10,80.5,3,93.7,Low
S07950,2026-05-06,C,Pointers,48,1,Flashcards,59.4,1,7,56.7,3,95.3,Low
S03965,2026-04-05,Python,Loops,62,3,Practice,68.2,2,3,70.1,2,100.0,Low
S02944,2026-06-15,Python,Dictionaries,59,3,Mixed,59.4,1,14,48.6,2,81.8,Medium
S04156,2026-08-12,DBMS,SQL,36,2,Mixed,81.1,0,14,61.1,3,75.3,Medium
S01378,2026-07-10,DBMS,ER Model,64,5,Practice,58.2,0,2,45.7,3,78.5,Medium
S01541,2026-06-18,Agile,Development,26,1,Practice,88.4,1,1,91.2,4,100.0,Low
S00189,2026-04-24,Deep Learning,CNN,21,3,Reading,77.3,3,1,87.6,5,100.0,Low
S09590,2026-04-11,DBMS,Indexes,23,5,Video,65.3,3,1,74.3,4,100.0,Low
S02992,2026-06-06,Python,Dictionaries,34,2,Practice,96.5,3,2,98.8,4,100.0,Low
S08599,2026-07-10,Deep Learning,Backpropagation,46,3,Flashcards,68.3,3,5,67.2,3,98.4,Low
S03941,2026-08-14,Python,Functions,47,1,Practice,88.5,2,5,91.2,3,100.0,Low
S07418,2026-03-23,DBMS,Indexes,68,4,Video,66.3,2,1,66.7,4,100.0,Low
S05219,2026-02-19,DBMS,Normalization,49,1,Practice,98.0,0,5,85.9,3,87.7,Medium
S07956,2026-03-11,Python,Variables,30,2,Practice,59.8,1,3,63.4,4,100.0,Low
S01794,2026-03-21,Agile,Retrospective,15,4,Mixed,70.9,2,10,62.3,3,87.8,Medium
S08961,2026-04-06,IoT,Protocols,38,1,Practice,85.2,2,10,82.0,4,96.3,Low
S01820,2026-03-24,Agile,Testing,66,3,Practice,72.4,2,2,77.7,4,100.0,Low
S06115,2026-01-26,C,Strings,74,3,Video,85.0,3,5,88.4,3,100.0,Low
S04166,2026-08-25,IoT,MQTT,41,1,Practice,72.2,0,7,63.1,3,87.4,Medium
S07950,2026-07-28,C,Arrays,46,2,Practice,46.1,1,5,40.8,3,88.6,Medium
S04050,2026-07-01,IoT,Protocols,42,5,Mixed,74.8,1,5,63.4,2,84.8,Medium
S07846,2026-07-08,Python,Functions,68,3,Practice,93.9,2,1,89.4,3,95.3,Low
S09217,2026-02-01,Python,Lists,26,5,Practice,58.3,2,1,56.9,4,97.6,Low
S03579,2026-02-21,Deep Learning,CNN,39,2,Practice,90.4,2,5,91.4,5,100.0,Low
S04420,2026-01-11,Deep Learning,Backpropagation,58,1,Mixed,79.5,1,1,76.4,1,96.1,Low
S07644,2026-07-26,Agile,Retrospective,25,2,Mixed,69.4,2,2,71.0,3,100.0,Low
S02316,2026-06-24,IoT,Actuators,45,5,Reading,59.6,1,10,47.5,3,79.7,Medium
S06789,2026-03-04,Deep Learning,Neural Networks,37,1,Reading,75.2,2,14,68.3,2,90.9,Low
S03764,2026-01-03,Deep Learning,RNN,53,1,Flashcards,79.3,3,10,79.5,1,100.0,Low
S09011,2026-06-23,C,Pointers,39,4,Practice,63.3,2,1,59.0,3,93.2,Low
S03144,2026-08-28,IoT,MQTT,27,3,Mixed,67.6,0,5,56.4,5,83.5,Medium
S06201,2026-06-27,Python,Lists,44,5,Reading,41.1,1,7,30.9,2,75.4,Medium
S05241,2026-03-09,C,Strings,15,3,Practice,62.9,0,7,51.2,3,81.4,Medium
S09917,2026-01-13,Deep Learning,Neural Networks,74,2,Flashcards,72.5,0,3,64.6,2,89.2,Medium
S00599,2026-06-23,IoT,Sensors,29,3,Reading,79.4,0,5,74.9,5,94.4,Low
S07195,2026-04-28,DBMS,ER Model,55,4,Reading,69.3,2,7,64.5,4,93.1,Low
S06096,2026-07-06,Deep Learning,Regularization,45,3,Mixed,85.2,0,1,80.7,3,94.7,Low
S04342,2026-05-08,Deep Learning,RNN,45,2,Mixed,80.8,1,3,70.7,3,87.5,Medium
S00353,2026-06-14,IoT,Architecture,75,1,Mixed,86.3,1,1,93.9,4,100.0,Low
S03386,2026-07-09,IoT,Actuators,32,4,Mixed,66.4,2,2,71.9,3,100.0,Low
S02563,2026-05-08,DBMS,Normalization,83,2,Video,75.5,1,7,69.6,3,92.1,Low
S00877,2026-06-22,DBMS,SQL,52,3,Reading,71.4,1,5,70.4,4,98.6,Low
S02567,2026-03-01,DBMS,Indexes,60,3,Practice,70.6,1,21,47.6,4,67.5,High
S00911,2026-06-26,C,Pointers,71,5,Reading,74.9,0,1,62.7,4,83.7,Medium
S01606,2026-02-11,Agile,Testing,42,3,Mixed,73.5,0,2,69.2,5,94.2,Low
S06335,2026-04-10,Deep Learning,Neural Networks,48,4,Practice,65.9,1,7,54.8,2,83.1,Medium
S03387,2026-01-31,Deep Learning,Regularization,24,5,Video,58.4,0,1,50.7,3,86.8,Medium
S01883,2026-04-15,Agile,Development,33,2,Practice,57.7,2,21,40.5,1,70.2,High
S09725,2026-06-16,DBMS,Indexes,59,3,Mixed,56.6,3,10,60.0,2,100.0,Low
S04694,2026-03-06,Deep Learning,Backpropagation,43,3,Flashcards,63.6,3,7,63.4,2,99.7,Low
S06221,2026-05-06,Deep Learning,CNN,18,5,Mixed,53.0,0,7,44.2,3,83.3,Medium
S09532,2026-06-12,C,Pointers,66,2,Video,74.8,3,3,84.6,2,100.0,Low
S00149,2026-07-20,Deep Learning,RNN,71,3,Mixed,84.6,1,14,78.2,5,92.5,Low
S08477,2026-05-22,Python,Loops,61,4,Practice,66.9,0,10,53.6,3,80.2,Medium
S02972,2026-01-24,Agile,Retrospective,61,5,Flashcards,66.0,2,7,65.0,4,98.4,Low
S01601,2026-04-11,Python,Dictionaries,66,4,Reading,60.5,1,1,63.1,1,100.0,Low
S05735,2026-04-26,Deep Learning,CNN,51,3,Practice,69.7,2,5,69.3,2,99.5,Low
S08806,2026-03-01,DBMS,SQL,25,1,Reading,83.0,0,7,72.1,4,86.9,Medium
S07271,2026-04-27,IoT,Protocols,53,2,Mixed,65.6,0,10,48.0,3,73.2,High
S00848,2026-03-12,Deep Learning,CNN,50,3,Mixed,72.3,2,3,72.7,4,100.0,Low
S01542,2026-08-08,IoT,Actuators,58,3,Reading,79.0,3,14,81.4,5,100.0,Low
S06259,2026-04-03,Python,Dictionaries,61,4,Reading,58.3,2,5,52.9,2,90.8,Low
S07794,2026-06-29,Deep Learning,Neural Networks,42,4,Video,74.6,1,14,65.4,3,87.6,Medium
S03490,2026-05-24,Python,Variables,42,1,Reading,81.0,0,7,67.6,2,83.5,Medium
S08747,2026-08-23,Agile,Development,36,1,Mixed,79.1,2,2,80.5,3,100.0,Low
S07223,2026-07-28,C,Functions,33,4,Mixed,69.2,1,10,53.2,3,76.9,Medium
S02871,2026-03-09,Deep Learning,Regularization,45,2,Flashcards,69.0,2,3,70.3,3,100.0,Low
S00095,2026-02-10,C,Strings,36,5,Mixed,66.5,0,1,55.5,4,83.5,Medium
S00333,2026-05-05,DBMS,Indexes,27,4,Practice,50.8,1,1,45.1,4,88.8,Medium
S05548,2026-05-28,DBMS,SQL,56,4,Practice,55.0,1,2,49.3,1,89.6,Medium
S03792,2026-05-25,DBMS,SQL,49,5,Practice,77.8,1,1,73.7,3,94.8,Low
S01674,2026-03-05,C,Pointers,24,4,Mixed,46.9,2,3,40.0,4,85.3,Medium
S09002,2026-07-04,IoT,Protocols,53,2,Practice,79.5,2,5,84.2,3,100.0,Low
S04761,2026-01-14,Python,Lists,47,1,Mixed,93.8,1,2,93.2,3,99.3,Low
S02454,2026-01-27,Deep Learning,Neural Networks,49,2,Mixed,74.9,0,2,70.6,3,94.2,Low
S08078,2026-01-09,Deep Learning,Neural Networks,23,3,Practice,59.1,2,10,49.9,2,84.5,Medium
S00573,2026-05-29,DBMS,ER Model,52,1,Practice,94.1,0,7,89.0,3,94.5,Low
S05976,2026-05-07,DBMS,SQL,56,3,Mixed,70.9,1,14,61.4,4,86.7,Medium
S09658,2026-03-21,Agile,Development,72,1,Video,89.2,2,5,92.2,4,100.0,Low
S05961,2026-08-20,DBMS,ER Model,32,2,Video,51.7,1,14,38.5,4,74.4,High
S09125,2026-04-05,Python,Dictionaries,15,2,Mixed,55.1,2,3,56.8,2,100.0,Low
S01590,2026-05-14,Deep Learning,Regularization,52,2,Mixed,98.0,2,7,94.9,4,96.8,Low
S07079,2026-08-13,C,Structures,30,2,Practice,74.8,0,1,70.3,3,94.0,Low
S01428,2026-01-07,DBMS,SQL,40,5,Flashcards,64.8,0,5,51.2,4,79.0,Medium
S02400,2026-07-07,Agile,Requirements,68,2,Mixed,74.6,0,3,71.1,3,95.4,Low
S07937,2026-05-09,Python,Lists,62,3,Reading,63.2,0,3,54.5,3,86.3,Medium
S01512,2026-01-13,Python,Functions,33,3,Mixed,76.4,1,3,70.3,3,92.0,Low
S09138,2026-05-18,IoT,Sensors,64,2,Mixed,83.4,3,1,92.4,5,100.0,Low
S04693,2026-04-05,IoT,Architecture,63,2,Practice,75.5,0,3,69.1,4,91.5,Low
S07909,2026-01-23,Python,Lists,85,2,Practice,71.7,0,10,57.6,3,80.3,Medium
S06009,2026-01-31,C,Functions,18,3,Reading,59.7,0,7,55.5,3,92.9,Low
S02511,2026-04-17,C,Pointers,44,3,Reading,59.1,0,7,45.7,3,77.3,Medium
S01531,2026-07-23,Deep Learning,Neural Networks,54,1,Reading,93.8,2,3,99.0,4,100.0,Low
S02347,2026-01-18,Agile,Retrospective,49,1,Practice,78.2,2,3,84.0,3,100.0,Low
S03250,2026-05-26,C,Pointers,29,5,Mixed,38.4,0,2,27.3,2,71.0,High
S03862,2026-06-01,DBMS,Normalization,43,5,Practice,68.0,2,7,57.7,4,85.0,Medium
S02824,2026-03-06,DBMS,Normalization,37,3,Mixed,69.5,1,7,66.9,4,96.2,Low
S01221,2026-01-22,IoT,MQTT,44,5,Mixed,58.6,3,2,66.1,5,100.0,Low
S06601,2026-04-18,Deep Learning,Regularization,47,2,Video,73.7,0,5,65.0,4,88.2,Medium
S02785,2026-01-28,C,Pointers,36,5,Practice,60.3,0,2,50.6,5,84.0,Medium
S01809,2026-02-27,C,Pointers,69,3,Practice,68.2,2,3,65.8,4,96.5,Low
S09039,2026-05-20,Python,Variables,55,1,Mixed,72.0,3,10,77.2,2,100.0,Low
S00794,2026-03-09,IoT,Architecture,40,5,Reading,62.8,0,5,51.2,3,81.6,Medium
S06863,2026-05-01,Deep Learning,Neural Networks,61,2,Practice,78.1,1,2,81.0,3,100.0,Low
S05729,2026-07-26,C,Structures,44,3,Practice,78.5,2,7,75.9,4,96.7,Low
S00228,2026-03-02,C,Structures,42,2,Reading,60.3,0,7,52.1,2,86.4,Medium
S00038,2026-02-11,DBMS,Indexes,21,4,Video,56.2,2,7,48.4,2,86.0,Medium
S09150,2026-07-06,C,Pointers,48,4,Video,58.7,1,10,37.0,3,63.0,High
S02781,2026-03-11,Python,Loops,37,2,Mixed,65.5,3,21,60.3,3,92.1,Low
S02442,2026-08-09,Deep Learning,RNN,24,5,Reading,71.2,0,7,53.1,2,74.6,High
S07820,2026-07-12,DBMS,ER Model,50,1,Mixed,86.0,3,3,96.6,3,100.0,Low
S06950,2026-07-06,Python,Dictionaries,39,3,Practice,66.8,0,10,51.5,2,77.1,Medium
S01138,2026-04-20,Agile,Requirements,34,3,Mixed,73.8,1,14,57.6,4,78.1,Medium
S08982,2026-04-11,Deep Learning,Backpropagation,49,1,Practice,89.6,0,7,83.7,4,93.4,Low
S04170,2026-06-02,C,Strings,64,1,Reading,79.8,0,3,78.4,3,98.3,Low
S01326,2026-07-19,Deep Learning,Neural Networks,67,3,Practice,91.2,0,3,84.6,5,92.8,Low
S09880,2026-06-04,Python,Lists,50,1,Flashcards,75.5,1,10,73.9,3,97.9,Low
S01468,2026-05-24,IoT,MQTT,52,3,Practice,68.9,3,10,64.5,3,93.7,Low
S02465,2026-05-05,Deep Learning,RNN,22,4,Video,82.0,1,5,79.6,3,97.1,Low
S03799,2026-01-20,Agile,Retrospective,81,1,Practice,83.0,0,10,73.6,3,88.7,Medium
S00459,2026-06-11,DBMS,Indexes,82,4,Mixed,69.1,1,10,59.6,3,86.2,Medium
S07354,2026-06-11,Agile,Requirements,32,5,Reading,58.3,1,7,51.7,5,88.6,Medium
S08482,2026-02-16,C,Arrays,65,4,Mixed,67.8,2,21,43.0,2,63.5,High
S04728,2026-01-17,Deep Learning,RNN,60,5,Reading,55.8,3,1,64.7,5,100.0,Low
S06626,2026-07-12,DBMS,Indexes,22,4,Reading,58.7,1,2,55.2,4,93.9,Low
S05418,2026-07-17,Agile,Testing,61,3,Practice,76.1,2,1,74.3,3,97.7,Low
S01439,2026-08-23,Agile,Retrospective,35,5,Practice,68.8,0,7,60.0,5,87.2,Medium
S09439,2026-02-02,IoT,Actuators,37,2,Practice,81.6,1,7,71.9,4,88.0,Medium
S01627,2026-03-01,Deep Learning,Regularization,50,2,Practice,72.3,1,3,71.5,4,99.0,Low
S05444,2026-06-03,IoT,Sensors,42,5,Flashcards,53.5,1,21,26.0,3,48.6,High
S06717,2026-04-06,Python,Loops,40,4,Mixed,79.4,0,5,72.2,3,91.0,Low
S04989,2026-06-28,Deep Learning,Backpropagation,20,5,Practice,65.8,1,2,63.7,3,96.9,Low
S00888,2026-02-16,Agile,Retrospective,38,1,Mixed,97.0,3,1,99.0,5,100.0,Low
S07209,2026-02-21,C,Strings,75,1,Video,86.4,0,2,88.1,2,100.0,Low
S01901,2026-02-17,IoT,MQTT,61,5,Reading,62.4,2,7,44.5,3,71.3,High
S04759,2026-07-16,DBMS,Normalization,19,4,Reading,49.0,1,21,21.3,3,43.5,High
S02341,2026-02-18,IoT,Architecture,36,4,Flashcards,69.1,2,7,73.2,5,100.0,Low
S03667,2026-06-04,Agile,Requirements,33,3,Video,51.3,1,3,51.1,2,99.5,Low
S07511,2026-04-07,Python,Dictionaries,64,3,Reading,57.6,0,10,45.0,3,78.2,Medium
S08869,2026-01-28,IoT,MQTT,34,1,Practice,97.2,0,1,90.7,3,93.3,Low
S01263,2026-04-17,C,Arrays,62,5,Reading,54.4,1,1,53.0,3,97.4,Low
S05039,2026-04-28,DBMS,Indexes,17,5,Mixed,68.0,1,3,63.9,3,94.0,Low
S07341,2026-04-02,IoT,Sensors,67,3,Flashcards,68.6,2,3,74.1,4,100.0,Low
S03157,2026-07-23,Agile,Testing,44,2,Mixed,82.8,0,10,76.6,4,92.5,Low
S04677,2026-08-16,C,Arrays,46,5,Mixed,62.9,0,10,48.0,2,76.3,Medium
S02087,2026-02-10,Agile,Development,27,4,Mixed,40.5,1,14,31.1,3,76.6,Medium
S07297,2026-04-04,Deep Learning,Backpropagation,21,5,Reading,68.5,2,5,66.6,3,97.2,Low
S02534,2026-06-16,DBMS,Normalization,51,5,Practice,44.6,1,3,38.9,1,87.1,Medium
S06501,2026-01-06,C,Strings,37,4,Flashcards,46.6,0,14,26.0,1,55.9,High
S04822,2026-07-22,IoT,MQTT,77,2,Reading,69.9,0,5,67.3,2,96.2,Low
S07330,2026-01-10,IoT,Protocols,60,2,Practice,84.1,0,2,71.5,4,85.0,Medium
S01981,2026-04-27,DBMS,SQL,43,1,Reading,74.1,1,3,70.1,4,94.5,Low
S09772,2026-05-24,Agile,Requirements,50,1,Practice,83.9,3,5,88.7,4,100.0,Low
S04424,2026-07-19,Deep Learning,Regularization,47,2,Practice,83.9,3,10,84.9,4,100.0,Low
S05848,2026-07-29,Deep Learning,RNN,35,1,Mixed,77.6,0,2,74.0,3,95.4,Low
S09988,2026-04-28,IoT,MQTT,45,2,Mixed,75.2,1,3,70.3,4,93.4,Low
S04875,2026-03-24,DBMS,ER Model,77,2,Video,79.5,1,2,82.2,3,100.0,Low
S06420,2026-06-18,C,Arrays,18,5,Practice,63.4,0,5,46.8,3,73.9,High
S00217,2026-05-01,Python,Lists,42,2,Practice,91.6,0,7,88.8,5,97.0,Low
S05880,2026-02-28,C,Structures,45,4,Flashcards,57.7,0,14,29.3,2,50.8,High
S06367,2026-04-27,Agile,Testing,40,4,Video,73.2,0,14,54.2,3,74.1,High
S02445,2026-04-07,DBMS,ER Model,42,2,Video,67.9,1,2,71.7,4,100.0,Low
S09001,2026-07-22,DBMS,Normalization,34,3,Reading,63.1,0,7,48.2,3,76.4,Medium
S04086,2026-02-01,Python,Functions,29,2,Mixed,67.4,1,3,65.9,2,97.7,Low
S05757,2026-06-16,C,Pointers,55,2,Video,84.6,1,10,74.5,3,88.0,Medium
S02074,2026-01-23,IoT,Protocols,49,5,Practice,59.0,1,7,47.8,3,81.0,Medium
S07128,2026-08-28,Python,Functions,42,1,Video,67.3,0,2,70.0,2,100.0,Low
S06140,2026-02-02,DBMS,Indexes,53,3,Video,73.8,1,7,62.7,4,85.0,Medium
S08847,2026-03-26,Python,Functions,40,3,Practice,67.0,2,1,67.3,3,100.0,Low
S06571,2026-01-04,Python,Variables,48,1,Video,75.6,4,10,80.5,4,100.0,Low
S06558,2026-08-04,DBMS,ER Model,64,1,Reading,76.2,1,2,78.3,2,100.0,Low
S03478,2026-06-07,DBMS,Normalization,50,1,Practice,71.6,0,1,68.9,3,96.2,Low
S01218,2026-06-16,DBMS,Transactions,24,3,Video,71.1,2,14,68.0,3,95.7,Low
S03717,2026-06-05,C,Strings,44,4,Practice,46.2,3,5,43.5,4,94.1,Low
S07035,2026-07-10,IoT,Protocols,54,1,Practice,90.7,1,10,83.1,3,91.7,Low
S02471,2026-07-09,DBMS,Indexes,20,3,Practice,64.9,0,10,53.3,3,82.2,Medium
S01229,2026-05-30,Python,Functions,44,1,Practice,71.0,3,2,76.2,4,100.0,Low
S03545,2026-03-18,DBMS,ER Model,34,5,Mixed,56.2,0,5,43.9,3,78.2,Medium
S07517,2026-06-29,C,Functions,44,5,Mixed,69.7,2,7,68.3,5,97.9,Low
S05948,2026-02-18,DBMS,Indexes,36,5,Mixed,62.3,0,1,60.0,5,96.4,Low
S04377,2026-03-19,Deep Learning,Regularization,21,4,Mixed,54.0,0,2,48.2,4,89.3,Medium
S07462,2026-04-19,Python,Variables,80,1,Practice,76.1,1,5,75.6,3,99.4,Low
S00828,2026-04-16,C,Structures,23,4,Practice,66.0,2,5,66.3,4,100.0,Low
S06667,2026-01-20,Deep Learning,Backpropagation,66,1,Reading,92.0,2,5,96.6,4,100.0,Low
S00620,2026-04-28,IoT,MQTT,30,3,Practice,71.8,0,5,70.8,5,98.6,Low
S02302,2026-05-01,Agile,Testing,22,1,Mixed,76.9,3,10,78.7,4,100.0,Low
S06416,2026-07-24,Python,Variables,75,3,Practice,86.6,2,7,80.9,3,93.4,Low
S05494,2026-07-30,DBMS,Transactions,55,4,Practice,68.1,1,10,55.2,3,81.0,Medium
S02511,2026-03-24,DBMS,Indexes,16,5,Mixed,62.3,0,21,36.9,2,59.3,High
S05583,2026-07-08,Deep Learning,Regularization,37,2,Practice,65.4,1,10,57.3,3,87.7,Medium
S03016,2026-08-19,Deep Learning,Neural Networks,40,2,Practice,83.9,1,3,79.1,4,94.3,Low
S07823,2026-01-19,C,Pointers,55,4,Practice,46.6,0,3,36.2,4,77.8,Medium
S05573,2026-08-04,Python,Lists,34,1,Flashcards,85.7,2,7,93.1,5,100.0,Low
S00535,2026-08-13,IoT,Sensors,47,4,Mixed,71.0,3,10,65.0,2,91.5,Low
S08509,2026-05-03,C,Functions,67,2,Practice,81.1,3,1,91.6,3,100.0,Low
S06322,2026-08-08,Python,Loops,47,3,Practice,88.7,0,2,83.5,4,94.2,Low
S03751,2026-02-24,DBMS,Indexes,34,3,Mixed,73.2,4,2,77.6,3,100.0,Low
S09520,2026-08-28,C,Structures,82,1,Reading,93.7,2,3,95.8,3,100.0,Low
S01159,2026-05-26,Agile,Retrospective,20,5,Practice,59.7,1,14,44.0,3,73.7,High
S00107,2026-01-25,Python,Lists,24,4,Practice,83.4,2,10,80.7,5,96.9,Low
S07982,2026-01-24,DBMS,Indexes,65,1,Practice,91.9,2,7,97.5,3,100.0,Low
S09933,2026-01-24,Agile,Requirements,35,1,Flashcards,68.2,1,2,64.5,1,94.7,Low
S07947,2026-07-05,C,Structures,40,2,Practice,83.9,1,7,78.0,3,93.0,Low
S06064,2026-06-09,DBMS,Normalization,50,1,Mixed,86.7,3,21,75.2,4,86.7,Medium
S09726,2026-07-10,IoT,Actuators,29,5,Flashcards,65.6,3,5,66.0,4,100.0,Low
S06353,2026-07-18,Deep Learning,RNN,26,5,Mixed,58.8,2,2,60.1,2,100.0,Low
S02374,2026-07-14,IoT,MQTT,49,4,Practice,64.6,1,14,57.8,5,89.5,Medium
S07065,2026-01-16,IoT,Protocols,42,3,Practice,84.6,1,10,79.7,4,94.2,Low
S08005,2026-05-07,C,Pointers,56,4,Practice,68.7,2,2,66.6,3,97.1,Low
S08667,2026-06-02,Agile,Planning,54,5,Reading,52.8,1,5,53.5,3,100.0,Low
S05659,2026-02-01,Python,Lists,38,5,Practice,62.6,0,10,42.9,4,68.6,High
S01941,2026-03-26,Python,Lists,20,5,Video,71.4,2,14,61.4,4,86.0,Medium
S09912,2026-01-10,Python,Variables,44,3,Practice,52.7,3,7,55.9,3,100.0,Low
S02357,2026-05-08,Python,Dictionaries,25,5,Flashcards,43.0,1,2,37.6,1,87.3,Medium
S08168,2026-06-23,C,Functions,15,1,Mixed,79.7,0,14,66.5,3,83.5,Medium
S08746,2026-07-04,C,Arrays,57,2,Reading,67.8,1,5,65.6,4,96.7,Low
S05513,2026-05-01,IoT,Actuators,50,2,Mixed,98.0,0,14,78.7,4,80.3,Medium
S07323,2026-01-18,Deep Learning,RNN,66,5,Mixed,45.8,0,2,33.0,3,72.1,High
S04385,2026-03-13,Agile,Planning,59,1,Reading,84.5,1,5,83.4,3,98.7,Low
S01592,2026-08-22,Deep Learning,Regularization,60,4,Video,45.1,2,3,42.8,4,94.8,Low
S02941,2026-08-10,C,Arrays,38,1,Flashcards,79.8,0,7,73.5,4,92.1,Low
S03372,2026-04-01,Agile,Retrospective,35,4,Mixed,49.2,2,7,50.3,4,100.0,Low
S04184,2026-07-22,Deep Learning,RNN,45,1,Reading,81.9,1,10,75.8,3,92.5,Low
S02834,2026-08-24,Deep Learning,RNN,51,1,Practice,83.2,3,7,85.5,2,100.0,Low
S04026,2026-03-11,DBMS,Indexes,50,1,Mixed,73.8,1,10,65.7,4,89.1,Medium
S09067,2026-01-12,C,Pointers,36,4,Flashcards,71.0,0,7,61.5,2,86.6,Medium
S00029,2026-01-31,Agile,Retrospective,40,3,Mixed,85.4,3,21,75.3,3,88.2,Medium
